normalised_key,reference,title_guess,occurrences,configs,status,matched_source,matched_title,identifier,similarity,errors
high dose intravenous vitamin c a promising multi targeting agent in the treatment of cancer journal of experimental clinical cancer research 2021,"High-dose intravenous vitamin C, a promising multi-targeting agent in the treatment of cancer. Journal of Experimental & Clinical Cancer Research. 2021.","High-dose intravenous vitamin C, a promising multi-targeting agent in the treatment of cancer",2,M2c,verified_genuine_but_unretrieved,Crossref,"High-dose intravenous vitamin C, a promising multi-targeting agent in the treatment of cancer",10.1186/s13046-021-02134-y,1.0,
innv 39 investigating multi agent intrathecal chemotherapy as a treatment for primary and secondary central nervous system lymphoma safety and efficacy results from an institutional cohort study neuro oncology 2023,INNV-39. INVESTIGATING MULTI-AGENT INTRATHECAL CHEMOTHERAPY AS A TREATMENT FOR PRIMARY AND SECONDARY CENTRAL NERVOUS SYSTEM LYMPHOMA: SAFETY AND EFFICACY RESULTS FROM AN INSTITUTIONAL COHORT STUDY. Neuro-Oncology. 2023.,INNV-39 INVESTIGATING MULTI-AGENT INTRATHECAL CHEMOTHERAPY AS A TREATMENT FOR PRIMARY AND SECONDARY CENTRAL NERVOUS SYSTEM LYMPHOMA: SAFETY AND EFFICACY RESULTS FROM AN INSTITUTIONAL COHORT STUDY,2,M1|M2c,verified_genuine_but_unretrieved,Crossref,INNV-39. INVESTIGATING MULTI-AGENT INTRATHECAL CHEMOTHERAPY AS A TREATMENT FOR PRIMARY AND SECONDARY CENTRAL NERVOUS SYSTEM LYMPHOMA: SAFETY AND EFFICACY RESULTS FROM AN INSTITUTIONAL COHORT STUDY,10.1093/neuonc/noad179.0628,1.0,
identifying and managing problematic trials a research integrity assessment tool for randomized controlled trials in evidence synthesis medrxiv 2022,Identifying and managing problematic trials: A research integrity assessment tool for randomized controlled trials in evidence synthesis. medRxiv. 2022.,Identifying and managing problematic trials: A research integrity assessment tool for randomized controlled trials in evidence synthesis,2,M1|M2c,verified_genuine_but_unretrieved,Crossref,Identifying and managing problematic trials: A research integrity assessment tool for randomized controlled trials in evidence synthesis,10.1002/jrsm.1599,1.0,
impact of virtual consultations on quality of care in type 2 diabetes a systematic review and narrative synthesis protocol bmj open 2024,Impact of virtual consultations on quality of care in type 2 diabetes: a systematic review and narrative synthesis protocol. BMJ Open. 2024.,Impact of virtual consultations on quality of care in type 2 diabetes: a systematic review and narrative synthesis protocol,2,M1|M2c,verified_genuine_but_unretrieved,Crossref,Impact of virtual consultations on quality of care in type 2 diabetes: a systematic review and narrative synthesis protocol,10.1136/bmjopen-2023-082452,1.0,
integrated management practices for climate smart groundnut production an evidence based review journal of global agriculture and ecology 2025,Integrated Management Practices for Climate-smart Groundnut Production: An Evidence-based Review. Journal of global agriculture and ecology. 2025.,Integrated Management Practices for Climate-smart Groundnut Production: An Evidence-based Review,2,M2a|M2c,verified_genuine_but_unretrieved,Crossref,Integrated Management Practices for Climate-smart Groundnut Production: An Evidence-based Review,10.56557/jogae/2025/v17i410034,1.0,
integrating artificial intelligence in teacher education a systematic analysis international journal of current science research and review 2025,Integrating Artificial Intelligence in Teacher Education: A Systematic Analysis. International Journal of Current Science Research and Review. 2025.,Integrating Artificial Intelligence in Teacher Education: A Systematic Analysis,2,M1|M2c,verified_genuine_but_unretrieved,Crossref,Integrating Artificial Intelligence in Teacher Education: A Systematic Analysis,10.47191/ijcsrr/v8-i1-33,1.0,
introducing answered with evidence a framework for evaluating whether llm responses to biomedical questions are founded in evidence arxiv preprint 2025,Introducing Answered with Evidence -- a framework for evaluating whether LLM responses to biomedical questions are founded in evidence. arXiv Preprint. 2025.,Introducing Answered with Evidence -- a framework for evaluating whether LLM responses to biomedical questions are founded in evidence,2,M2a|M2b,verified_genuine_but_unretrieved,Crossref,Introducing Answered with Evidence - a framework for evaluating whether LLM responses to biomedical questions are founded in evidence,10.1101/2025.07.01.25330655,1.0,
knowledge graphs in the digital twin a systematic literature review about the combination of semantic technologies and simulation in industrial automation ieee access 2024,Knowledge Graphs in the Digital Twin: A Systematic Literature Review About the Combination of Semantic Technologies and Simulation in Industrial Automation. IEEE Access. 2024.,Knowledge Graphs in the Digital Twin: A Systematic Literature Review About the Combination of Semantic Technologies and Simulation in Industrial Automation,2,M1|M2c,verified_genuine_but_unretrieved,Crossref,Knowledge Graphs in the Digital Twin: A Systematic Literature Review About the Combination of Semantic Technologies and Simulation in Industrial Automation,10.1109/access.2024.3514923,1.0,
msr1 development of a retrieval augmented generation pipeline leveraging large language models to support evidence synthesis value in health 2024,MSR1 Development of a Retrieval-Augmented Generation Pipeline Leveraging Large Language Models to Support Evidence Synthesis. Value in Health. 2024.,MSR1 Development of a Retrieval-Augmented Generation Pipeline Leveraging Large Language Models to Support Evidence Synthesis,2,M1|M2c,verified_genuine_but_unretrieved,Crossref,MSR1 Development of a Retrieval-Augmented Generation Pipeline Leveraging Large Language Models to Support Evidence Synthesis,10.1016/j.jval.2024.10.2236,1.0,
methods for conducting a living evidence profile on mpox an evidence map of the literature cochrane evidence synthesis and methods 2024,Methods for conducting a living evidence profile on mpox: An evidence map of the literature. Cochrane Evidence Synthesis and Methods. 2024.,Methods for conducting a living evidence profile on mpox: An evidence map of the literature,2,M1|M2a,verified_genuine_but_unretrieved,Crossref,Methods for conducting a living evidence profile on mpox: An evidence map of the literature,10.1002/cesm.12044,1.0,
multi agent based intelligent decision support systems for cancer classification agria média 2020 és ici 16 információ és oktatástechnológiai konferencia 2021,Multi-Agent based Intelligent Decision Support Systems for Cancer Classification. Agria Média 2020 és ICI-16 Információ- és Oktatástechnológiai konferencia. 2021.,Multi-Agent based Intelligent Decision Support Systems for Cancer Classification,2,M1|M2b,verified_genuine_but_unretrieved,Crossref,Multi-Agent based Intelligent Decision Support Systems for Cancer Classification,10.17048/am.2020.122,1.0,
multi agent deep reinforcement learning based decision support model for resilient community post hazard recovery reliability engineering system safety 2023,Multi-agent deep reinforcement learning based decision support model for resilient community post-hazard recovery. Reliability Engineering & System Safety. 2023.,Multi-agent deep reinforcement learning based decision support model for resilient community post-hazard recovery,2,M2a|M2c,verified_genuine_but_unretrieved,Crossref,Multi-agent deep reinforcement learning based decision support model for resilient community post-hazard recovery,10.1016/j.ress.2023.109754,1.0,
multi agent based simulation of intelligent network system pm tshakwanda st arzo 2023 ieee 13th annual 2023 ieeexplore ieee org 2023,"Multi-agent-based simulation of intelligent network system. PM Tshakwanda, ST Arzo… - 2023 IEEE 13th annual …, 2023 - ieeexplore.ieee.org. 2023.",Multi-agent-based simulation of intelligent network system,2,M1|M2c,verified_genuine_but_unretrieved,Crossref,Multi-Agent-Based Simulation of Intelligent Network System,10.1109/ccwc57344.2023.10099195,1.0,
reporting of observational studies explicitly aiming to emulate randomized trials a systematic review jama network open 2023,Reporting of Observational Studies Explicitly Aiming to Emulate Randomized Trials: A Systematic Review.. JAMA network open. 2023.,Reporting of Observational Studies Explicitly Aiming to Emulate Randomized Trials: A Systematic Review.,2,M1|M2a,verified_genuine_but_unretrieved,Crossref,Reporting of Observational Studies Explicitly Aiming to Emulate Randomized Trials,10.1001/jamanetworkopen.2023.36023,1.0,
resource allocation and service provisioning in multi agent cloud robotics a comprehensive survey m afrin j jin a rahman a rahman surveys tutorials 2021 ieeexplore ieee org 2021,"Resource allocation and service provisioning in multi-agent cloud robotics: A comprehensive survey. M Afrin, J Jin, A Rahman, A Rahman… - … Surveys & Tutorials, 2021 - ieeexplore.ieee.org. 2021.",Resource allocation and service provisioning in multi-agent cloud robotics: A comprehensive survey,2,M2c,verified_genuine_but_unretrieved,Crossref,Resource Allocation and Service Provisioning in Multi-Agent Cloud Robotics: A Comprehensive Survey,10.1109/comst.2021.3061435,1.0,
scientific evidence for clinical text summarization using large language models scoping review journal of medical internet research 2024,Scientific Evidence for Clinical Text Summarization Using Large Language Models: Scoping Review. Journal of Medical Internet Research. 2024.,Scientific Evidence for Clinical Text Summarization Using Large Language Models: Scoping Review,2,M2b|M2c,verified_genuine_but_unretrieved,Crossref,Scientific Evidence for Clinical Text Summarization Using Large Language Models: Scoping Review,10.2196/68998,1.0,
specialty specific citation enabled ai clinical decision support system for craniofacial surgery development of casper the journal of craniofacial surgery,Specialty-Specific Citation-Enabled AI Clinical Decision Support System for Craniofacial Surgery: Development of CASPER.. The Journal of craniofacial surgery. .,Specialty-Specific Citation-Enabled AI Clinical Decision Support System for Craniofacial Surgery: Development of CASPER.,2,M1|M2a,verified_genuine_but_unretrieved,Crossref,Specialty-Specific Citation-Enabled AI Clinical Decision Support System for Craniofacial Surgery: Development of CASPER,10.1097/scs.0000000000012279,1.0,
systematic review of the barriers to social enterprise performance using an institutional framework cogent business management 2022,Systematic review of the barriers to social enterprise performance using an institutional framework. Cogent Business & Management. 2022.,Systematic review of the barriers to social enterprise performance using an institutional framework,2,M2c,verified_genuine_but_unretrieved,Crossref,Systematic review of the barriers to social enterprise performance using an institutional framework,10.1080/23311975.2022.2124592,1.0,
the experiences and perceptions of older adults with multimorbidity toward e health care a qualitative evidence synthesis telemedicine journal and e health 2024,The Experiences and Perceptions of Older Adults with Multimorbidity Toward E-Health Care: A Qualitative Evidence Synthesis. Telemedicine journal and e-health. 2024.,The Experiences and Perceptions of Older Adults with Multimorbidity Toward E-Health Care: A Qualitative Evidence Synthesis,2,M2c,verified_genuine_but_unretrieved,Crossref,The Experiences and Perceptions of Older Adults with Multimorbidity Toward E-Health Care: A Qualitative Evidence Synthesis,10.1089/tmj.2024.0211,1.0,
the global adaptation mapping initiative gami part 2 screening protocol openalex 2021,The Global Adaptation Mapping Initiative (GAMI): Part 2 – Screening protocol. OpenAlex. 2021.,The Global Adaptation Mapping Initiative (GAMI): Part 2 – Screening protocol,2,M2a|M2b,verified_genuine_but_unretrieved,Crossref,The Global Adaptation Mapping Initiative (GAMI): Part 2 – Screening protocol,10.21203/rs.3.pex-1241/v1,1.0,
the rise of agentic testing multi agent systems for robust software quality assurance arxiv preprint 2026,The Rise of Agentic Testing: Multi-Agent Systems for Robust Software Quality Assurance. arXiv Preprint. 2026.,The Rise of Agentic Testing: Multi-Agent Systems for Robust Software Quality Assurance,2,M2a|M2b,probable_genuine_requires_manual_check,Crossref,Methodology for Quality Assurance Testing of LLM-based Multi-Agent Systems,10.1145/3703412.3703439,0.7272727272727273,
the role of industry 4 0 technologies in shaping sustainable digital business models an integrated approach to innovation and strategic capability development an empirical literature review the international journal of humanities amp social studies 2025,The Role of Industry 4.0 Technologies in Shaping Sustainable Digital Business Models: An Integrated Approach to Innovation and Strategic Capability Development: An Empirical Literature Review. The International Journal of  Humanities &amp; Social Studies. 2025.,The Role of Industry 4.0 Technologies in Shaping Sustainable Digital Business Models: An Integrated Approach to Innovation and Strategic Capability Development: An Empirical Literature Review,2,M2a|M2b,verified_genuine_but_unretrieved,Crossref,The Role of Industry 4.0 Technologies in Shaping Sustainable Digital Business Models: An Integrated Approach to  Innovation and Strategic Capability Development:  An Empirical Literature Review,10.24940/theijhss/2025/v13/i1/hs2501-004,1.0,
towards the use of commitments in multi agent decision support systems research portal king s college london 2018,Towards the use of Commitments in Multi-agent decision support systems. Research Portal (King's College London). 2018.,Towards the use of Commitments in Multi-agent decision support systems,2,M1|M2b,verified_genuine_but_unretrieved,OpenAlex,Towards the use of Commitments in Multi-agent decision support systems,https://openalex.org/W2940833370,1.0,
tuina for spasticity of poststroke protocol of a systematic review and meta analysis bmj open 2020,Tuina for spasticity of poststroke: protocol of a systematic review and meta-analysis. BMJ Open. 2020.,Tuina for spasticity of poststroke: protocol of a systematic review and meta-analysis,2,M1|M2c,verified_genuine_but_unretrieved,Crossref,Tuina for spasticity of poststroke: protocol of a systematic review and meta-analysis,10.1136/bmjopen-2020-038705,1.0,
wximpactbench a disruptive weather impact understanding benchmark for evaluating large language models annual meeting of the association for computational linguistics 2025,WXImpactBench: A Disruptive Weather Impact Understanding Benchmark for Evaluating Large Language Models. Annual Meeting of the Association for Computational Linguistics. 2025.,WXImpactBench: A Disruptive Weather Impact Understanding Benchmark for Evaluating Large Language Models,2,M1|M2c,verified_genuine_but_unretrieved,Crossref,WXImpactBench: A Disruptive Weather Impact Understanding Benchmark for Evaluating Large Language Models,10.18653/v1/2025.findings-acl.207,1.0,
what are the factors influencing service provider response to working with families affected by intimate partner violence and abuse a qualitative systematic review of the literature journal of family violence 2024,What are the Factors Influencing Service Provider Response to Working with Families Affected by Intimate Partner Violence and Abuse? A Qualitative Systematic Review of the Literature. Journal of Family Violence. 2024.,What are the Factors Influencing Service Provider Response to Working with Families Affected by Intimate Partner Violence and Abuse? A Qualitative Systematic Review of the Literature,2,M2b|M2c,verified_genuine_but_unretrieved,Crossref,What are the Factors Influencing Service Provider Response to Working with Families Affected by Intimate Partner Violence and Abuse? A Qualitative Systematic Review of the Literature,10.1007/s10896-024-00755-3,1.0,
i cannot recognize my body experiences and perceptions of patients living with frozen shoulder a qualitative systematic review with meta synthesis and meta summary journal of orthopaedic and sports physical therapy 2025,"""I Cannot Recognize My Body"": Experiences and Perceptions of Patients Living With Frozen Shoulder: A Qualitative Systematic Review With Meta-synthesis and Meta-summary.. Journal of Orthopaedic and Sports Physical Therapy. 2025.","""I Cannot Recognize My Body"": Experiences and Perceptions of Patients Living With Frozen Shoulder: A Qualitative Systematic Review With Meta-synthesis and Meta-summary.",1,M2c,verified_genuine_but_unretrieved,Crossref,“I Cannot Recognize My Body”: Experiences and Perceptions of Patients Living With Frozen Shoulder: A Qualitative Systematic Review With Meta-synthesis and Meta-summary,10.2519/jospt.2025.13432,1.0,
6g wireless networks vision requirements architecture and key technologies ieee vehicular technology magazine 2019,"6G Wireless Networks: Vision, Requirements, Architecture, and Key Technologies. IEEE Vehicular Technology Magazine. 2019.","6G Wireless Networks: Vision, Requirements, Architecture, and Key Technologies",1,M2c,verified_genuine_but_unretrieved,Crossref,"6G Wireless Networks: Vision, Requirements, Architecture, and Key Technologies",10.1109/mvt.2019.2921208,1.0,
a comprehensive loss analysis based decision support method for e democratic multi agent cooperative decision making crossref 2023,A Comprehensive Loss Analysis-Based Decision Support Method for E-Democratic Multi-Agent Cooperative Decision-Making. CrossRef. 2023.,A Comprehensive Loss Analysis-Based Decision Support Method for E-Democratic Multi-Agent Cooperative Decision-Making,1,M2b,verified_genuine_but_unretrieved,Crossref,A Comprehensive Loss Analysis-Based Decision Support Method for E-Democratic Multi-Agent Cooperative Decision-Making,10.2139/ssrn.4451497,1.0,
a dorri ss kanhere r jurdak multi agent systems a survey ieee access 2018,"A Dorri, SS Kanhere, R Jurdak. Multi-agent systems: A survey. Ieee Access, 2018.","A Dorri, SS Kanhere, R Jurdak",1,M2b,unresolved_external,Crossref,"Jurdak, Halim",10.1093/benz/9780199773787.article.b00096521,0.5,
a dynamic and adaptable service composition architecture in the cloud based on a multi agent system international journal of information technology and web engineering 2018,A Dynamic and Adaptable Service Composition Architecture in the Cloud Based on a Multi-Agent System. International Journal of Information Technology and Web Engineering. 2018.,A Dynamic and Adaptable Service Composition Architecture in the Cloud Based on a Multi-Agent System,1,M2c,verified_genuine_but_unretrieved,Crossref,A Dynamic and Adaptable Service Composition Architecture in the Cloud Based on a Multi-Agent System,10.4018/ijitwe.2018010104,1.0,
a review of the literature on multi agent based power distribution system restoration international journal of engineering and advanced technology studies 2024,A Review of the Literature on Multi Agent Based Power Distribution System Restoration. International journal of engineering and advanced technology studies. 2024.,A Review of the Literature on Multi Agent Based Power Distribution System Restoration,1,M2c,verified_genuine_but_unretrieved,Crossref,A Review of the Literature on Multi Agent Based Power Distribution System Restoration,10.37745/ijeats.13/vol12n2111,1.0,
a dancing bear a colleague or a sharpened toolbox the cautious adoption of generative ai technologies in digital humanities research semantic scholar 2024,"A dancing bear, a colleague, or a sharpened toolbox? The cautious adoption of generative AI technologies in digital humanities research. Semantic Scholar. 2024.","A dancing bear, a colleague, or a sharpened toolbox? The cautious adoption of generative AI technologies in digital humanities research",1,M2c,verified_genuine_but_unretrieved,Crossref,"A dancing bear, a colleague, or a sharpened toolbox? The cautious adoption of generative
                    <scp>artificial intelligence</scp>
                    technologies in digital humanities research",10.1002/asi.70066,0.9444444444444444,
a data rich agent based decision support model for hospital consolidation journal of enterprise transformation 2016,A data-rich agent-based decision support model for hospital consolidation. Journal of Enterprise Transformation. 2016.,A data-rich agent-based decision support model for hospital consolidation,1,M2c,verified_genuine_but_unretrieved,Crossref,A data-rich agent-based decision support model for hospital consolidation,10.1080/19488289.2016.1248802,1.0,
a multi agent system to support evidence based medicine and clinical decision making via data sharing and data privacy decision support systems 2016,A multi-agent system to support evidence based medicine and clinical decision making via data sharing and data privacy. Decision Support Systems. 2016.,A multi-agent system to support evidence based medicine and clinical decision making via data sharing and data privacy,1,M2c,verified_genuine_but_unretrieved,Crossref,A multi-agent system to support evidence based medicine and clinical decision making via data sharing and data privacy,10.1016/j.dss.2016.05.008,1.0,
a systematic review on artificial intelligence in robot assisted surgery international journal of surgery london england 2021,"A systematic review on artificial intelligence in robot-assisted surgery.. International journal of surgery (London, England). 2021.",A systematic review on artificial intelligence in robot-assisted surgery.,1,M2c,verified_genuine_but_unretrieved,Crossref,A systematic review on artificial intelligence in robot-assisted surgery,10.1016/j.ijsu.2021.106151,1.0,
adopting clean technologies to climate change adaptation strategies in africa a systematic literature review 万方数据 2023,Adopting Clean Technologies to Climate Change Adaptation Strategies in Africa: a Systematic Literature Review. 万方数据. 2023.,Adopting Clean Technologies to Climate Change Adaptation Strategies in Africa: a Systematic Literature Review,1,M2c,verified_genuine_but_unretrieved,Crossref,Adopting Clean Technologies to Climate Change Adaptation Strategies in Africa: a Systematic Literature Review,10.1007/s00267-022-01704-w,1.0,
agentic retrieval augmented generation systems for medical decision support a comprehensive survey crossref 2026,Agentic Retrieval-Augmented Generation Systems for Medical Decision Support: A Comprehensive Survey. CrossRef. 2026.,Agentic Retrieval-Augmented Generation Systems for Medical Decision Support: A Comprehensive Survey,1,M2c,verified_genuine_but_unretrieved,Crossref,Agentic Retrieval-Augmented Generation Systems for Medical Decision Support: A Comprehensive Survey,10.2139/ssrn.6386988,1.0,
agrobiodiversity for climate resilience a systematic review of yield stability pest regulation and nutrition outcomes international journal of environment and climate change 2026,"Agrobiodiversity for Climate Resilience: A Systematic Review of Yield Stability, Pest Regulation, and Nutrition Outcomes. International Journal of Environment and Climate Change. 2026.","Agrobiodiversity for Climate Resilience: A Systematic Review of Yield Stability, Pest Regulation, and Nutrition Outcomes",1,M2c,verified_genuine_but_unretrieved,Crossref,"Agrobiodiversity for Climate Resilience: A Systematic Review of Yield Stability, Pest Regulation, and Nutrition Outcomes",10.9734/ijecc/2026/v16i45359,1.0,
application of multi agent systems to shared transport services a review iberian conference on information systems and technologies 2018,Application of multi-agent systems to shared transport services: A Review. Iberian Conference on Information Systems and Technologies. 2018.,Application of multi-agent systems to shared transport services: A Review,1,M2c,verified_genuine_but_unretrieved,Crossref,Application of multi-agent systems to shared transport services: A Review,10.23919/cisti.2018.8399259,1.0,
appraising the quality standard of clinical practice guidelines related to central venous catheter related thrombosis prevention a systematic review of clinical practice guidelines bmj open 2024,Appraising the quality standard of clinical practice guidelines related to central venous catheter-related thrombosis prevention: a systematic review of clinical practice guidelines. BMJ Open. 2024.,Appraising the quality standard of clinical practice guidelines related to central venous catheter-related thrombosis prevention: a systematic review of clinical practice guidelines,1,M2c,verified_genuine_but_unretrieved,Crossref,Appraising the quality standard of clinical practice guidelines related to central venous catheter-related thrombosis prevention: a systematic review of clinical practice guidelines,10.1136/bmjopen-2023-074854,1.0,
artificial intelligence in headache medicine between automation and the doctor patient relationship a systematic review the journal of headache and pain 2025,Artificial intelligence in headache medicine: between automation and the doctor-patient relationship. A systematic review. The Journal of Headache and Pain. 2025.,Artificial intelligence in headache medicine: between automation and the doctor-patient relationship,1,M2c,verified_genuine_but_unretrieved,Crossref,Artificial intelligence in headache medicine: between automation and the doctor-patient relationship. A systematic review,10.1186/s10194-025-02143-8,1.0,
at a glance climate change impacts on health and wellbeing in rural and remote regions across canada a synthesis of the literature health promotion and chronic disease prevention in canada research policy and practice 2019,"At-a-glance - Climate change impacts on health and wellbeing in rural and remote regions across Canada: a synthesis of the literature.. Health promotion and chronic disease prevention in Canada : research, policy and practice. 2019.",At-a-glance - Climate change impacts on health and wellbeing in rural and remote regions across Canada: a synthesis of the literature.,1,M1,verified_genuine_but_unretrieved,Crossref,At-a-glance - Climate change impacts on health and wellbeing in rural and remote regions across Canada: a synthesis of the literature,10.24095/hpcdp.39.4.02,1.0,
auditing demographic bias in mistral an open source llm s diagnostic performance on the medqa benchmark ieee access 2026,Auditing Demographic Bias in Mistral: An Open-Source LLM’s Diagnostic Performance on the MedQA Benchmark. IEEE Access. 2026.,Auditing Demographic Bias in Mistral: An Open-Source LLM’s Diagnostic Performance on the MedQA Benchmark,1,M2c,verified_genuine_but_unretrieved,Crossref,Auditing Demographic Bias in Mistral: An Open-Source LLM’s Diagnostic Performance on the MedQA Benchmark,10.1109/access.2026.3656396,1.0,
benchmarking large language models for ophthalmology belo an expert curated data set and evaluation framework for knowledge and reasoning ophthalmology science 2025,BEnchmarking Large Language Models for Ophthalmology (BELO): An Expert-Curated Data Set and Evaluation Framework for Knowledge and Reasoning. Ophthalmology Science. 2025.,BEnchmarking Large Language Models for Ophthalmology (BELO): An Expert-Curated Data Set and Evaluation Framework for Knowledge and Reasoning,1,M2c,verified_genuine_but_unretrieved,Crossref,BEnchmarking Large Language Models for Ophthalmology (BELO): An Expert-Curated Data Set and Evaluation Framework for Knowledge and Reasoning,10.1016/j.xops.2025.101050,1.0,
biogen evidence grounded multi agent reasoning framework for transcriptomic interpretation in antimicrobial resistance arxiv preprint 2025,BIOGEN: Evidence-Grounded Multi-Agent Reasoning Framework for Transcriptomic Interpretation in Antimicrobial Resistance. arXiv Preprint. 2025.,BIOGEN: Evidence-Grounded Multi-Agent Reasoning Framework for Transcriptomic Interpretation in Antimicrobial Resistance,1,M2c,verified_genuine_but_unretrieved,Crossref,BIOGEN: evidence-grounded multi-agent reasoning framework for transcriptomic interpretation in antimicrobial resistance,10.3389/fbinf.2026.1846404,1.0,
benchmark evaluation of large language models for clinical decision support in headache management journal of oral facial pain and headache 2026,Benchmark evaluation of large language models for clinical decision support in headache management. Journal of Oral & Facial Pain and Headache. 2026.,Benchmark evaluation of large language models for clinical decision support in headache management,1,M2c,verified_genuine_but_unretrieved,Crossref,Benchmark evaluation of large language models for clinical decision support in headache management,10.22514/jofph.2026.029,1.0,
biophilic design in the built environment trends gaps and future directions buildings 2025,"Biophilic Design in the Built Environment: Trends, Gaps and Future Directions. Buildings. 2025.","Biophilic Design in the Built Environment: Trends, Gaps and Future Directions",1,M2b,verified_genuine_but_unretrieved,Crossref,"Biophilic Design in the Built Environment: Trends, Gaps and Future Directions",10.3390/buildings15142516,1.0,
bridging disconnected networks of first and second lines of biologic therapies in rheumatoid arthritis with registry data bayesian evidence synthesis with target trial emulation journal of clinical epidemiology 2022,Bridging disconnected networks of first and second lines of biologic therapies in rheumatoid arthritis with registry data: Bayesian evidence synthesis with target trial emulation.. Journal of Clinical Epidemiology. 2022.,Bridging disconnected networks of first and second lines of biologic therapies in rheumatoid arthritis with registry data: Bayesian evidence synthesis with target trial emulation.,1,M2c,verified_genuine_but_unretrieved,Crossref,Bridging disconnected networks of first and second lines of biologic therapies in rheumatoid arthritis with registry data: bayesian evidence synthesis with target trial emulation,10.1016/j.jclinepi.2022.06.011,1.0,
can large language models serve as reliable tools for information in dentistry a systematic review international dental journal 2025,Can Large Language Models Serve as Reliable Tools for Information in Dentistry? A Systematic Review. International Dental Journal. 2025.,Can Large Language Models Serve as Reliable Tools for Information in Dentistry? A Systematic Review,1,M2c,verified_genuine_but_unretrieved,Crossref,Can Large Language Models Serve as Reliable Tools for Information in Dentistry? A Systematic Review,10.1016/j.identj.2025.04.015,1.0,
climate change adaptation in scp sids scp a systematic review of the literature pre and post the scp ipcc scp fifth assessment report wires climate change 2020,Climate change adaptation in <scp>SIDS</scp>: A systematic review of the literature pre and post the <scp>IPCC</scp> Fifth Assessment Report. WIREs Climate Change. 2020.,Climate change adaptation in <scp>SIDS</scp>: A systematic review of the literature pre and post the <scp>IPCC</scp> Fifth Assessment Report,1,M2c,verified_genuine_but_unretrieved,Crossref,Climate change adaptation in <scp>SIDS</scp>: A systematic review of the literature pre and post the <scp>IPCC</scp> Fifth Assessment Report,10.1002/wcc.653,1.0,
climate change and its association with the expansion of vectors and vector borne diseases in the hindu kush himalayan region a systematic synthesis of the literature impacts of climate change 2021,Climate change and its association with the expansion of vectors and vector-borne diseases in the Hindu Kush Himalayan region:A systematic synthesis of the literature. Impacts of climate change. 2021.,Climate change and its association with the expansion of vectors and vector-borne diseases in the Hindu Kush Himalayan region:A systematic synthesis of the literature,1,M2c,verified_genuine_but_unretrieved,Crossref,Climate change and its association with the expansion of vectors and vector-borne diseases in the Hindu Kush Himalayan region: A systematic synthesis of the literature,10.1016/j.accre.2021.05.003,1.0,
climate related prudential regulation tools in the context of sustainable and responsible investment a systematic review climate policy 2023,Climate-related prudential regulation tools in the context of sustainable and responsible investment: a systematic review. Climate Policy. 2023.,Climate-related prudential regulation tools in the context of sustainable and responsible investment: a systematic review,1,M2c,verified_genuine_but_unretrieved,Crossref,Climate-related prudential regulation tools in the context of sustainable and responsible investment: a systematic review,10.1080/14693062.2023.2179587,1.0,
clinical impact of artificial intelligence based triage systems in emergency departments a systematic review cureus 2025,Clinical Impact of Artificial Intelligence-Based Triage Systems in Emergency Departments: A Systematic Review. Cureus. 2025.,Clinical Impact of Artificial Intelligence-Based Triage Systems in Emergency Departments: A Systematic Review,1,M2c,verified_genuine_but_unretrieved,Crossref,Clinical Impact of Artificial Intelligence-Based Triage Systems in Emergency Departments: A Systematic Review,10.7759/cureus.85667,1.0,
comparative evaluation and performance of large language models in clinical infection control scenarios a benchmark study healthcare 2025,Comparative Evaluation and Performance of Large Language Models in Clinical Infection Control Scenarios: A Benchmark Study. Healthcare. 2025.,Comparative Evaluation and Performance of Large Language Models in Clinical Infection Control Scenarios: A Benchmark Study,1,M2c,verified_genuine_but_unretrieved,Crossref,Comparative Evaluation and Performance of Large Language Models in Clinical Infection Control Scenarios: A Benchmark Study,10.3390/healthcare13202652,1.0,
consensus based management protocol crevice protocol for the treatment of severe traumatic brain injury based on imaging and clinical examination for use when intracranial pressure monitoring is not employed journal of neurotrauma 2020,Consensus-Based Management Protocol (CREVICE Protocol) for the Treatment of Severe Traumatic Brain Injury Based on Imaging and Clinical Examination for Use When Intracranial Pressure Monitoring Is Not Employed. Journal of neurotrauma. 2020.,Consensus-Based Management Protocol (CREVICE Protocol) for the Treatment of Severe Traumatic Brain Injury Based on Imaging and Clinical Examination for Use When Intracranial Pressure Monitoring Is Not Employed,1,M2c,verified_genuine_but_unretrieved,Crossref,Consensus-Based Management Protocol (CREVICE Protocol) for the Treatment of Severe Traumatic Brain Injury Based on Imaging and Clinical Examination for Use When Intracranial Pressure Monitoring Is Not Employed,10.1089/neu.2017.5599,1.0,
current applications and challenges in large language models for patient care a systematic review communications medicine 2025,Current applications and challenges in large language models for patient care: a systematic review. Communications Medicine. 2025.,Current applications and challenges in large language models for patient care: a systematic review,1,M2c,verified_genuine_but_unretrieved,Crossref,Current applications and challenges in large language models for patient care: a systematic review,10.1038/s43856-024-00717-2,1.0,
data gravity vs model agility the new tension shaping the future of automation and ai a systematic review journal of information systems engineering management 2025,Data Gravity vs. Model Agility: The New Tension Shaping the Future of Automation and AI: A Systematic Review. Journal of Information Systems Engineering & Management. 2025.,Data Gravity vs,1,M2a,unresolved_external,Crossref,Magnetism vs. Gravity,10.1038/scientificamerican072024-2f6z4kw1da29ystjki71br,0.6666666666666666,
